Family	Name with authors (incl. infraspecific taxa if any)	ALA accepted name with authors	AKflora?	Comments (optional)	Literature
Dryopteridaceae	Dryopteris expansa (C.Presl) Fraser-Jenk. & Jermy	Dryopteris expansa (C.Presl) Fraser-Jenk. & Jermy	T	FNA	Montgomery & Wagner 1993; Montgomery, J. D. and W. H. Wagner Jr. 1993. Dryopteris. Pages 280-288 in Flora North America, Vol. 2./
Dryopteridaceae	Dryopteris fragrans (L.) Schott	Dryopteris fragrans (L.) Schott	T	AK taxon list	
Dryopteridaceae	Dryopteris linnaeana C.Chr.	Gymnocarpium dryopteris (L.) Newman	F	Hult始 1968	Hult始 1968; Hult始, Eric.  1968.  Flora of Alaska and Neighboring Territories.  Stanford Univ. Press, Stanford, CA.  1008 pp./
Dryopteridaceae	Dryopteris robertiana auct.	Gymnocarpium continentale (Petrov) Pojark.	F		Elven, R.  et al. 2003; /
Rosaceae	Dryas ajanensis Juz.	Dryas octopetala L. subsp. ajanensis (Juz.) Hult始	F	Hulten 1941-50	Hulten 1941-50; /
Rosaceae	Dryas ajanensis Juz. subsp. beringensis Jurtzev	Dryas octopetala L. subsp. ajanensis (Juz.) Hult始	F		
Rosaceae	Dryas alaskensis A.E.Porsild	Dryas alaskensis A.E.Porsild	F	AK taxon list	
Rosaceae	Dryas chamissonis Sprengel	Dryas chamissonis Sprengel	F	Arctic Flora USSR	
Rosaceae	Dryas chamissonis Sprengel var. incana Jurtzev	Dryas chamissonis Sprengel var. incana Jurtzev	F	Arctic Flora USSR	
Rosaceae	Dryas crenulata Juz.	Dryas integrifolia Vahl	F		Hult始 1968; Hult始, Eric.  1968.  Flora of Alaska and Neighboring Territories.  Stanford Univ. Press, Stanford, CA.  1008 pp./ALA Taxon List; ALA Taxon List/
Rosaceae	Dryas drummondii Richardson	Dryas drummondii Richardson	F	AK taxon list	
Rosaceae	Dryas drummondii Richardson var. eglandulosa A.E.Porsild	Dryas drummondii Richardson var. eglandulosa A.E.Porsild	F	AK taxon list	
Rosaceae	Dryas drummondii Richardson var. tomentosa (Farr) L.O.Williams	Dryas drummondii Richardson var. tomentosa (Farr) L.O.Williams	F	AK taxon list	
Rosaceae	Dryas incisa Juz.	Dryas incisa Juz.	F	AK taxon list	
Rosaceae	Dryas incisa Juz. var. cana Jurtzev	Dryas incisa Juz. var. cana Jurtzev	F	Arctic Flora USSR	
Rosaceae	Dryas integrifolia Vahl	Dryas integrifolia Vahl	T	AK taxon list	
Rosaceae	Dryas integrifolia Vahl subsp. sylvatica (Hult始) Hult始	Dryas integrifolia Vahl subsp. sylvatica (Hult始) Hult始	T		
Rosaceae	Dryas octopetala L.	Dryas octopetala L.	F	AK taxon list	
Rosaceae	Dryas octopetala L. var. kamtschatica (Juz.) Hult始	Dryas octopetala L. var. kamtschatica (Juz.) Hult始	F	AK taxon list	
Rosaceae	Dryas octopetala L. var. luteola Hult始	Dryas octopetala L. var. luteola Hult始	F	AK taxon list	
Rosaceae	Dryas octopetala L. var. octopetala 	Dryas octopetala L. var. octopetala 	F	AK taxon list	
Rosaceae	Dryas octopetala L. subsp. ajanensis (Juz.) Hult始	Dryas octopetala L. subsp. ajanensis (Juz.) Hult始	F	Hulten 1941-1950	Hulten 1941-50; /
Rosaceae	Dryas octopetala L. subsp. alaskensis (A.E.Porsild) Hult始	Dryas alaskensis A.E.Porsild	F		
Rosaceae	Dryas octopetala L. var. viscida Hult始	Dryas octopetala L. var. viscida Hult始	F	AK taxon list	
Rosaceae	Dryas punctata Juz. subsp. alaskensis (A.E.Porsild) Jurtzev	Dryas alaskensis A.E.Porsild	F	ALA	
Rosaceae	Dryas  	Dryas  	F		
Rosaceae	Dryas sylvatica (Hult始) A.E.Porsild	Dryas sylvatica (Hult始) A.E.Porsild	F	AK taxon list	
Cyperaceae	Dulichium arundinaceum (L.) Britton	Dulichium arundinaceum (L.) Britton	F	Hitchcock et al.	
Poaceae	Dupontia fisheri R.Br.	Dupontia fisheri R.Br.	F	AK taxon list	
Poaceae	Dupontia fisheri R.Br. subsp. fisheri 	Dupontia fisheri R.Br. subsp. fisheri 	F	AK taxon list	
Poaceae	Dupontia fisheri R.Br. subsp. psilosantha (Rupr.) Hult始	Dupontia fisheri R.Br. subsp. psilosantha (Rupr.) Hult始	F	AK taxon list	
Poaceae	Dupontia psilosantha Rupr.	Dupontia fisheri R.Br. subsp. psilosantha (Rupr.) Hult始	F	Lipkin 83, Soreng pers. comm.	Lipkin 1983; Lipkin, R. 1983. Systematics of the arctic grass genus Dupontia R. Br. Univ. Alaska Fairbanks M.S. thesis. 66 pp. /
Betulaceae	Duschekia fruticosa (Rupr.) Pouzar	Alnus viridis (Vill.) DC. subsp. fruticosa (Rupr.) Nyman	T		FNA 3; Flora of North America volume 3/
Betulaceae	Duschekia sinuata (Rupr.) Pouzar	Alnus viridis (Vill.) DC. subsp. sinuata (Regel) A.Love & D.Love	T		FNA 3; Flora of North America volume 3/
Boraginaceae	Echium vulgare L.	Echium vulgare L.	F	AK taxon list	
Araceae	Echinopanas horridum (Sm.) Decne. & Planch.	Oplopanax horridus (Sm.) Miq.	T		Hult始 1973; Hult始, E.  1973.  Supplement to Flora of Alaska and Neighboring Territories, a Study in the Flora of Alaska and the Transberingian Connection.  Botaniska Notiser 126:459-512./
Cyperaceae	Eleocharis acicularis (L.) Roem. & Schult.	Eleocharis acicularis (L.) Roem. & Schult.	T	AK taxon list	
Cyperaceae	Eleocharis erythropoda Steud.	Eleocharis erythropoda Steud.	T		
Cyperaceae	Eleocharis kamtschatica (C.A.Mey.) Kom.	Eleocharis kamtschatica (C.A.Mey.) Kom.	T	AK taxon list	
Cyperaceae	Eleocharis macrostachya Britton	Eleocharis macrostachya Britton	T		
Cyperaceae	Eleocharis mamillata (H.Lindb.) H.Lindb.	Eleocharis mamillata (H.Lindb.) H.Lindb.	T		
Cyperaceae	Eleocharis nitida Fernald	Eleocharis nitida Fernald	T	AK taxon list	
Cyperaceae	Eleocharis obtusa (Willd.) Schult.	Eleocharis obtusa (Willd.) Schult.	F	Calder & Taylor label	
Cyperaceae	Eleocharis palustris (L.) Roem. & Schult.	Eleocharis palustris (L.) Roem. & Schult.	T	AK taxon list	
Cyperaceae	Eleocharis quinqueflora (Hartmann) O.Schwarz	Eleocharis quinqueflora (Hartmann) O.Schwarz	T	AK taxon list	
Cyperaceae	Eleocharis quinqueflora (Hartmann) O.Schwarz subsp. fernaldii (Svenson) Hult始	Eleocharis quinqueflora (Hartmann) O.Schwarz	T		FNA 23; Flora of North America Editorial Committee. 2002.  Flora of North America, vol. 23, Magnoliophyta: Commelinidae (in part): Cyperaceae.. Oxford University Press, New York. 608pp./
Cyperaceae	Eleocharis uniglumis auct.	Eleocharis kamtschatica (C.A.Mey.) Kom.	T		FNA 23; Flora of North America Editorial Committee. 2002.  Flora of North America, vol. 23, Magnoliophyta: Commelinidae (in part): Cyperaceae.. Oxford University Press, New York. 608pp./
Elaeagnaceae	Elaeagnus commutata Bernh.	Elaeagnus commutata Bernh.	T	AK taxon list	
Poaceae	Elymordeum littorale H.J.Hodgs. & W.W.Mitch.	Elymordeum littorale H.J.Hodgs. & W.W.Mitch.	F		
Poaceae	Elymus alaskanus (Scribn. & Merr.) A.Love	Elymus alaskanus (Scribn. & Merr.) A.Love	F	AK taxon list	
Poaceae	Elymus alaskanus (Scribn. & Merr.) A.Love subsp. alaskanus 	Elymus alaskanus (Scribn. & Merr.) A.Love subsp. alaskanus 	F	AK taxon list	
Poaceae	Elymus alaskanus (Scribn. & Merr.) A.Love subsp. borealis (Turcz.) A.Love & D.Love	Elymus alaskanus (Scribn. & Merr.) A.Love subsp. borealis (Turcz.) A.Love & D.Love	F	AK taxon list	
Poaceae	Elymus alaskanus (Scribn. & Merr.) A.Love subsp. hyperarcticus (Polunin) A.Love & D.Love	Elymus alaskanus (Scribn. & Merr.) A.Love subsp. hyperarcticus (Polunin) A.Love & D.Love	F	AK taxon list	
Poaceae	Elymus alaskanus (Scribn. & Merr.) A.Love subsp. latiglumis (Scribn. & Sm.) A.Love	Elymus alaskanus (Scribn. & Merr.) A.Love subsp. latiglumis (Scribn. & Sm.) A.Love	F	Barkworth	
Poaceae	Elymus calderi Barkworth	Elymus calderi Barkworth	F	Barkworth anno	
Poaceae	Elymus canadensis L.	Elymus canadensis L.	F		Cody 1996; Cody, W. J. 1996. Flora of the Yukon Territory. NRC Research Press, Ottawa. 643 pp./
Poaceae	Elymus confusus (Roshev.) Tzvelev	Elymus confusus (Roshev.) Tzvelev	F		
Poaceae	Elymus glaucus Buckley	Elymus glaucus Buckley	F	AK taxon list	
Poaceae	Elymus hirsutus C.Presl	Elymus hirsutus C.Presl	F	AK taxon list	
Poaceae	Elymus hyperarcticus (Polunin) Tzvelev	Elymus alaskanus (Scribn. & Merr.) A.Love subsp. hyperarcticus (Polunin) A.Love & D.Love	F	ALA Taxon List	ALA Taxon List; ALA Taxon List/
Poaceae	Elymus innovatus Beal subsp. velutinus Bowden	Leymus innovatus (Beal) Pilg.	F	arb arbitrary	
Poaceae	Elymus macrourus (Turcz.) Tzvelev	Elymus macrourus (Turcz.) Tzvelev	F	AK taxon list	
Poaceae	Elymus repens (L.) Gould	Elymus repens (L.) Gould	T		
Poaceae	Elymus sajanensis (Nevski) Tzvelev subsp. hyperarcticum (Polunin) Tzvelev	Elymus sajanensis (Nevski) Tzvelev subsp. hyperarcticum (Polunin) Tzvelev	F		
Poaceae	Elymus sibiricus L.	Elymus sibiricus L.	F	AK taxon list	
Poaceae	Elymus  	Elymus  	F	consistency	
Poaceae	Elymus subsecundus (Link) A.Love & D.Love	Elymus subsecundus (Link) A.Love & D.Love	F	AK taxon list	
Poaceae	Elymus trachycaulus (Link) Gould ex Shinners	Elymus trachycaulus (Link) Gould ex Shinners	F	AK taxon list	
Poaceae	Elymus trachycaulus (Link) Gould ex Shinners subsp. andinus (Scribn. & Sm.) A.Love & D.Love	Elymus trachycaulus (Link) Gould ex Shinners subsp. andinus (Scribn. & Sm.) A.Love & D.Love	F	AK taxon list	
Poaceae	Elymus trachycaulus (Link) Gould ex Shinners subsp. major (Vasey) Tzvelev	Elymus trachycaulus (Link) Gould ex Shinners subsp. major (Vasey) Tzvelev	F	AK taxon list	
Poaceae	Elymus trachycaulus (Link) Gould ex Shinners subsp. novae-angliae (Scribn.) Tzvelev	Elymus trachycaulus (Link) Gould ex Shinners subsp. novae-angliae (Scribn.) Tzvelev	F	AK taxon list	
Poaceae	Elymus trachycaulus (Link) Gould ex Shinners subsp. teslinensis (A.E.Porsild & H.Senn) A.Love	Elymus trachycaulus (Link) Gould ex Shinners subsp. teslinensis (A.E.Porsild & H.Senn) A.Love	F	AK taxon list	
Poaceae	Elymus trachycaulus (Link) Gould ex Shinners subsp. trachycaulus 	Elymus trachycaulus (Link) Gould ex Shinners subsp. trachycaulus 	F		
Poaceae	Elymus trachycaulus (Link) Gould ex Shinners subsp. violaceus (Hornem.) A.Love & D.Love	Elymus trachycaulus (Link) Gould ex Shinners subsp. violaceus (Hornem.) A.Love & D.Love	F	AK taxon list	
Poaceae	Elymus X_palmerensis (Lepage) Barkworth & D.R.Dewey	Elymus X_palmerensis (Lepage) Barkworth & D.R.Dewey	F		
Poaceae	Elytrigia dasystachya (Hook.) A.Love & D.Love	Elytrigia dasystachya (Hook.) A.Love & D.Love	F	AK taxon list	
Poaceae	Elytrigia dasystachya (Hook.) A.Love & D.Love subsp. yukonense (Scribn. & Merr.) D.R.Dewey	Elytrigia dasystachya (Hook.) A.Love & D.Love subsp. yukonense (Scribn. & Merr.) D.R.Dewey	F	AK taxon list	
Poaceae	Elytrigia repens (L.) Nevski	Elymus repens (L.) Gould	F	Catalog of New World Grasses	Soreng et al. 2000 (New World Grasses); Soreng et al.  2000. Catalog of New World Grasses (Poaceae). http://www.mobot.org/Pick/Search/nwgc.html/
Poaceae	Elytrigia smithii (Rydb.) Nevski	Elytrigia smithii (Rydb.) Nevski	F	AK taxon list	
Poaceae	Elytrigia spicata (Pursh) D.R.Dewey	Pseudoroegneria spicata (Pursh) A.Love	F		Barkworth & Dewey 1985; Barkworth, M. E. and D. R. Dewey. 1985. Genomically based genera in the perennial Triticeae of North America: identification and membership. Amer. J. Bot. 72(5):767-776./
Poaceae	Elytrigia villosa (Drobow) Tzvelev	Elytrigia villosa (Drobow) Tzvelev	F		
Empetraceae	Empetrum hermaphroditum (Lange) Hagerup	Empetrum nigrum L.	T		Elven, R.  et al. 2003; /
Empetraceae	Empetrum nigrum L.	Empetrum nigrum L.	T	AK taxon list	
Empetraceae	Empetrum sibiricum V.N.Vassil.	Empetrum sibiricum V.N.Vassil.	F	Arctic Flora USSR	
Ephedraceae	Ephedra przewalskii Stapf	Ephedra przewalskii Stapf	F	Flora of China	Al-Shehbaz & Funston; Al-Shehbaz, I. & M. Funston.  Flora of China Checklist.  Missouri Botanical Garden website (http://mobot.mobot.org/)/
Onagraceae	Epilobium adenocaulon Hausskn.	Epilobium ciliatum Raf. subsp. ciliatum 	T		Elven, R.  et al. 2003; /
Onagraceae	Epilobium anagallidifolium Lam.	Epilobium anagallidifolium Lam.	T	AK taxon list	
Onagraceae	Epilobium anagallidifolium Lamb. var. pseudo-scaposum (Hausskn.) Hult始	Epilobium anagallidifolium Lam.	T		Hult始 1968; Hult始, Eric.  1968.  Flora of Alaska and Neighboring Territories.  Stanford Univ. Press, Stanford, CA.  1008 pp./
Onagraceae	Epilobium angustifolium L.	Epilobium angustifolium L.	F	AK taxon list	
Onagraceae	Epilobium angustifolium L. subsp. angustifolium 	Chamerion angustifolium (L.) Holub subsp. angustifolium 	T		Elven, R.  et al. 2003; /
Onagraceae	Epilobium angustifolium L. subsp. circumvagum Mosquin	Chamerion angustifolium (L.) Holub subsp. circumvagum (Mosquin) Hoch	T		Elven, R.  et al. 2003; /
Onagraceae	Epilobium angustifolium L. subsp. macrophyllum (Hausskn.) Hult始	Chamerion angustifolium (L.) Holub subsp. circumvagum (Mosquin) Hoch	T		Elven, R.  et al. 2003; /
Onagraceae	Epilobium arcticum Sam.	Epilobium arcticum Sam.	T	AK taxon list	
Onagraceae	Epilobium ciliatum Raf.	Epilobium ciliatum Raf.	F	AK taxon list	
Onagraceae	Epilobium ciliatum Raf. subsp. adenocaulon (Hausskn.) Hoch & P.H.Raven	Epilobium ciliatum Raf. subsp. adenocaulon (Hausskn.) Hoch & P.H.Raven	F	AK taxon list	
Onagraceae	Epilobium ciliatum Raf. subsp. ciliatum 	Epilobium ciliatum Raf. subsp. ciliatum 	T	Hoch annos	
Onagraceae	Epilobium ciliatum Raf. subsp. glandulosum (Lehm.) Hoch & P.H.Raven	Epilobium ciliatum Raf. subsp. glandulosum (Lehm.) Hoch & P.H.Raven	T	AK taxon list	
Onagraceae	Epilobium davuricum Fisch. ex Hornem.	Epilobium davuricum Fisch. ex Hornem.	T	AK taxon list	
Onagraceae	Epilobium glandulosum Lehm. var. adenocaulon (Hausskn.) Fernald	Epilobium ciliatum Raf. subsp. ciliatum 	T		Elven, R.  et al. 2003; /
Onagraceae	Epilobium hornemannii Rchb.	Epilobium hornemannii Rchb.	F	AK taxon list	
Onagraceae	Epilobium hornemannii Rchb. subsp. behringianum (Hausskn.) Hoch & P.H.Raven	Epilobium hornemannii Rchb. subsp. behringianum (Hausskn.) Hoch & P.H.Raven	T	AK taxon list	
Onagraceae	Epilobium hornemannii Rchb. subsp. hornemannii 	Epilobium hornemannii Rchb. subsp. hornemannii 	T	AK taxon list	
Onagraceae	Epilobium lactiflorum Hausskn.	Epilobium lactiflorum Hausskn.	F	AK taxon list	
Onagraceae	Epilobium latifolium L.	Epilobium latifolium L.	F	AK taxon list	
Onagraceae	Epilobium leptocarpum Hausskn.	Epilobium leptocarpum Hausskn.	T	AK taxon list	
Onagraceae	Epilobium leptocarpum Hausskn. var. macounii Trel.	Epilobium leptocarpum Hausskn.	T		Hult始 1968; Hult始, Eric.  1968.  Flora of Alaska and Neighboring Territories.  Stanford Univ. Press, Stanford, CA.  1008 pp./
Onagraceae	Epilobium leptophyllum Raf.	Epilobium leptophyllum Raf.	F	AK taxon list	
Onagraceae	Epilobium luteum Pursh	Epilobium luteum Pursh	T	AK taxon list	
Onagraceae	Epilobium palustre L.	Epilobium palustre L.	T	AK taxon list	
Onagraceae	Epilobium sertulatum Hausskn.	Epilobium sertulatum Hausskn.	F	AK taxon list	
Onagraceae	Epilobium  	Epilobium  	F		
Onagraceae	Epilobium X_treleasianum H.Lev.	Epilobium X_treleasianum H.Lev.	F	Seavey 93	
Equisetaceae	Equisetum arvense L.	Equisetum arvense L.	F	AK taxon list	
Equisetaceae	Equisetum arvense L. var. boreale (Bong.) Ledeb.	Equisetum arvense L.	T		Hult始 1968; Hult始, Eric.  1968.  Flora of Alaska and Neighboring Territories.  Stanford Univ. Press, Stanford, CA.  1008 pp./
Equisetaceae	Equisetum arvense L. subsp. boreale (Bong.) A.Love	Equisetum arvense L.	T		FNA 2; Flora of North America Editorial Committee. 1993. Flora of North America vol. 2. Oxford Univ. Press, New York/
Equisetaceae	Equisetum boreale Bong.	Equisetum arvense L.	T		Hult始 1968; Hult始, Eric.  1968.  Flora of Alaska and Neighboring Territories.  Stanford Univ. Press, Stanford, CA.  1008 pp./
Equisetaceae	Equisetum calderi B.Boivin	Equisetum arvense L.	T		Hult始 1968; Hult始, Eric.  1968.  Flora of Alaska and Neighboring Territories.  Stanford Univ. Press, Stanford, CA.  1008 pp./
Equisetaceae	Equisetum fluviatile L. ampl. Ehrh.	Equisetum fluviatile L. ampl. Ehrh.	T	AK taxon list	
Equisetaceae	Equisetum hiemale L.	Equisetum hyemale L. subsp. affine (Engelm.) Calder & R.L.Taylor	F		
Equisetaceae	Equisetum hyemale L. var. affine (Engelm.) A.A.Eaton	Equisetum hyemale L. subsp. affine (Engelm.) Calder & R.L.Taylor	T		FNA 2; Flora of North America Editorial Committee. 1993. Flora of North America vol. 2. Oxford Univ. Press, New York/
Equisetaceae	Equisetum hyemale L. var. californicum Milde	Equisetum hyemale L. subsp. affine (Engelm.) Calder & R.L.Taylor	T		FNA 2; Flora of North America Editorial Committee. 1993. Flora of North America vol. 2. Oxford Univ. Press, New York/
Equisetaceae	Equisetum hyemale L. subsp. affine (Engelm.) Calder & R.L.Taylor	Equisetum hyemale L. subsp. affine (Engelm.) Calder & R.L.Taylor	T		Elven, R.  et al. 2003; /
Equisetaceae	Equisetum limosum L.	Equisetum fluviatile L. ampl. Ehrh.	T		FNA 2; Flora of North America Editorial Committee. 1993. Flora of North America vol. 2. Oxford Univ. Press, New York/
Equisetaceae	Equisetum x littorale K殄lew. ex Rupr.	Equisetum x littorale K殄lew. ex Rupr.	T		
Equisetaceae	Equisetum palustre L.	Equisetum palustre L.	T	AK taxon list	
Equisetaceae	Equisetum pratense Ehrh.	Equisetum pratense Ehrh.	T	AK taxon list	
Equisetaceae	Equisetum scirpoides Michx.	Equisetum scirpoides Michx.	T	AK taxon list	
Equisetaceae	Equisetum silvaticum L.	Equisetum silvaticum L.	T		Elven, R.  et al. 2003; /
Equisetaceae	Equisetum silvaticum L. var. pauciramosum Milde	Equisetum silvaticum L.	T		Elven, R.  et al. 2003; /
Equisetaceae	Equisetum  	Equisetum  	F	consistency	
Equisetaceae	Equisetum variegatum Schleich.	Equisetum variegatum Schleich.	F	AK taxon list	
Equisetaceae	Equisetum variegatum Schleich. var. alaskanum A.A.Eaton	Equisetum variegatum Schleich. subsp. alaskanum (A.A.Eaton) Hult始	T		Hult始 1968; Hult始, Eric.  1968.  Flora of Alaska and Neighboring Territories.  Stanford Univ. Press, Stanford, CA.  1008 pp./
Equisetaceae	Equisetum variegatum Schleich. subsp. alaskanum (A.A.Eaton) Hult始	Equisetum variegatum Schleich. subsp. alaskanum (A.A.Eaton) Hult始	T		
Equisetaceae	Equisetum variegatum Schleich. subsp. variegatum 	Equisetum variegatum Schleich. subsp. variegatum 	T		
Brassicaceae	Ermania parryoides Cham. ex Botsch.	Ermania parryoides Cham. ex Botsch.	F	Arctic Flora USSR	
Caryophyllaceae	Eremogone capillaris (Poir.) Fenzl var. capillaris 	Eremogone capillaris (Poir.) Fenzl var. capillaris 	T		
Caryophyllaceae	Eremogone tschuktschorum (Regel) Ikonn.	Eremogone tschuktschorum (Regel) Ikonn.	F		
Cyperaceae	Eriophorum alpinum L.	Trichophorum alpinum (L.) Pers.	T		Elven, R.  et al. 2003; /
Cyperaceae	Eriophorum angustifolium Honck.	Eriophorum angustifolium Honck.	F	AK taxon list	
Cyperaceae	Eriophorum angustifolium Honck. var. coloratum Hult始	Eriophorum angustifolium Honck. var. coloratum Hult始	F	AK taxon list	
Cyperaceae	Eriophorum angustifolium Honck. var. giganteus Hult始	Eriophorum angustifolium Honck. var. giganteus Hult始	F	AK taxon list	
Cyperaceae	Eriophorum angustifolium Honck. subsp. angustifolium 	Eriophorum angustifolium Honck. subsp. angustifolium 	T		
Cyperaceae	Eriophorum angustifolium Honck. subsp. scabriusculum Hult始	Eriophorum angustifolium Honck. subsp. scabriusculum Hult始	F	AK taxon list	
Cyperaceae	Eriophorum angustifolium Honck. subsp. subarcticum (V.N.Vassil.) Hult始	Eriophorum angustifolium Honck. subsp. angustifolium 	F		Elven, R.  et al. 2003; /
Cyperaceae	Eriophorum angustifolium Honck. subsp. triste (Th.Fr.) Hult始	Eriophorum angustifolium Honck. subsp. triste (Th.Fr.) Hult始	T		Elven, R.  et al. 2003; /
Cyperaceae	Eriophorum brachyantherum Trautv. & C.A.Mey.	Eriophorum brachyantherum Trautv. & C.A.Mey.	T	AK taxon list	
Cyperaceae	Eriophorum callitrix Cham. ex C.A.Mey.	Eriophorum callitrix Cham. ex C.A.Mey.	T	AK taxon list	
Cyperaceae	Eriophorum callitrix Cham. var. moravium Raymond	Eriophorum callitrix Cham. var. moravium Raymond	F	AK taxon list	
Cyperaceae	Eriophorum callitrix Cham. var. pallidus Hult始	Eriophorum callitrix Cham. var. pallidus Hult始	F	AK taxon list	
Cyperaceae	Eriophorum chamissonis C.A.Mey.	Eriophorum chamissonis C.A.Mey.	T		
Cyperaceae	Eriophorum gracile W.D.J.Koch	Eriophorum gracile W.D.J.Koch	F	AK taxon list	
Cyperaceae	Eriophorum gracile W.D.J.Koch ex Roth subsp. gracile 	Eriophorum gracile W.D.J.Koch ex Roth subsp. gracile 	T		
Cyperaceae	Eriophorum medium auct.	Eriophorum russeolum Fr. subsp. leiocarpum 	T		Elven, R.  et al. 2003; /
Cyperaceae	Eriophorum russeolum Fr.	Eriophorum russeolum Fr.	F	AK taxon list	
Cyperaceae	Eriophorum russeolum Fr. var. albidum auct.	Eriophorum russeolum Fr. subsp. leiocarpum 	T		Elven, R.  et al. 2003; /
Cyperaceae	Eriophorum russeolum Fr. var. majus Sommier	Eriophorum russeolum Fr. var. majus Sommier	F	AK taxon list	
Cyperaceae	Eriophorum russeolum Fr. subsp. leiocarpum 	Eriophorum russeolum Fr. subsp. leiocarpum 	T		
Cyperaceae	Eriophorum russeolum Fr. subsp. rufescens (Andersson) Hyl.	Eriophorum russeolum Fr. subsp. rufescens (Andersson) Hyl.	T	AK taxon list	
Cyperaceae	Eriophorum scheuchzeri Hoppe	Eriophorum scheuchzeri Hoppe	F	AK taxon list	
Cyperaceae	Eriophorum scheuchzeri Hoppe subsp. arcticum  	Eriophorum scheuchzeri Hoppe subsp. arcticum  	T		Elven, R.  et al. 2003; /
Cyperaceae	Eriophorum scheuchzeri Hoppe var. scheuchzeri 	Eriophorum scheuchzeri Hoppe var. scheuchzeri 	F	AK taxon list	
Cyperaceae	Eriophorum scheuchzeri Hoppe subsp. scheuchzeri 	Eriophorum scheuchzeri Hoppe subsp. scheuchzeri 	T		Elven, R.  et al. 2003; /
Cyperaceae	Eriophorum scheuchzeri Hoppe var. tenuifolium Ohwi	Eriophorum scheuchzeri Hoppe subsp. scheuchzeri 	T		Elven, R.  et al. 2003; /
